VariableRef,FinancialSpreadsheetVariableCategoryRef,DisplayName,FinalPos,ItemPosition,FinancialSpreadsheetItemID,fkParentFinancialSpreadsheetItemID,fkFinancialSpreadsheetVariableID,fkFinancialSpreadsheetVariableCategoryID,AssumptionFormula,ProjectionFormula,ProjectionBaseYearFormula
CORP_ASUM_SAE_PERSR,CORP_ASSUM_IS,%Sales,2,0,1301,1299,429,12,"Case Name: 
   Condition: Math.HasAnyNullOrZero(YBN.CORP_IS_SAE) || Math.HasAnyNullOrZero(YBN.CORP_IS_SR)
   Formula: Math.Abs(Math.Divide(Math.StandardizePeriod(YB1.CORP_IS_SAE, YB1.CONST_ProjectionInterval, YB1.CONST_NumOfMonths), Math.StandardizePeriod(YB1.CORP_IS_SR, YB1.CONST_ProjectionInterval, YB1.CONST_NumOfMonths)))
Case Name: 
   Condition: true
   Formula: Math.Abs(Math.AvgIfNotNull(Math.Divide(Math.StandardizePeriod(YBN.CORP_IS_SAE, Y0.CONST_ProjectionInterval, YBN.CONST_NumOfMonths), Math.StandardizePeriod(YBN.CORP_IS_SR, Y0.CONST_ProjectionInterval, YBN.CONST_NumOfMonths))))
",,
CORP_ASUM_SAE_ABS,CORP_ASSUM_IS,Absolute,2,1,1300,1299,430,12,"Case Name: 
   Condition: true
   Formula: Math.Avg (Math.StandardizePeriod ( YB1.CORP_IS_SAE , YB1.CONST_ProjectionInterval ,  YB1.CONST_NumOfMonths ))
",,
,CORP_ASSUM_IS,"Selling, General & Admin Expenses",2,2,1299,,,12,,,
CORP_ASUM_SAE_ATS,CORP_ASSUM_IS,%AddtoSales,2,2,1738,1299,845,12,"Case Name: 
   Condition: true
   Formula: null 
",,
CORP_ASUM_DRML_PERSR,CORP_ASSUM_IS,%Sales,3,0,1136,1135,431,12,"Case Name: 
   Condition: Math.HasAnyNullOrZero(YBN.CORP_IS_DRML) || Math.HasAnyNullOrZero(YBN.CORP_IS_SR)
   Formula: Math.Abs(Math.Divide(Math.StandardizePeriod(YB1.CORP_IS_DRML, YB1.CONST_ProjectionInterval, YB1.CONST_NumOfMonths), Math.StandardizePeriod(YB1.CORP_IS_SR, YB1.CONST_ProjectionInterval, YB1.CONST_NumOfMonths)))
Case Name: 
   Condition: true
   Formula: Math.Abs(Math.AvgIfNotNull(Math.Divide(Math.StandardizePeriod(YBN.CORP_IS_DRML, Y0.CONST_ProjectionInterval, YBN.CONST_NumOfMonths), Math.StandardizePeriod(YBN.CORP_IS_SR, Y0.CONST_ProjectionInterval, YBN.CONST_NumOfMonths))))
",,
CORP_ASUM_DRML_ABS,CORP_ASSUM_IS,Absolute,3,1,1137,1135,432,12,"Case Name: 
   Condition: true
   Formula: Math.Avg (Math.StandardizePeriod ( YB1.CORP_IS_DRML , YB1.CONST_ProjectionInterval ,  YB1.CONST_NumOfMonths ))
",,
CORP_ASUM_DRML_ATS,CORP_ASSUM_IS,%AddtoSales,3,2,1739,1135,846,12,"Case Name: 
   Condition: true
   Formula: null 
",,
,CORP_ASSUM_IS,Directors remun./fees (ML),3,3,1135,,,12,,,
CORP_ASUM_DRO_PERSR,CORP_ASSUM_IS,%Sales,4,0,1139,1138,433,12,"Case Name: 
   Condition: Math.HasAnyNullOrZero(YBN.CORP_IS_DRO) || Math.HasAnyNullOrZero(YBN.CORP_IS_SR)
   Formula: Math.Abs(Math.Divide(Math.StandardizePeriod(YB1.CORP_IS_DRO, YB1.CONST_ProjectionInterval, YB1.CONST_NumOfMonths), Math.StandardizePeriod(YB1.CORP_IS_SR, YB1.CONST_ProjectionInterval, YB1.CONST_NumOfMonths)))
Case Name: 
   Condition: true
   Formula: Math.Abs(Math.AvgIfNotNull(Math.Divide(Math.StandardizePeriod(YBN.CORP_IS_DRO, Y0.CONST_ProjectionInterval, YBN.CONST_NumOfMonths), Math.StandardizePeriod(YBN.CORP_IS_SR, Y0.CONST_ProjectionInterval, YBN.CONST_NumOfMonths))))
",,
CORP_ASUM_DRO_ABS,CORP_ASSUM_IS,Absolute,4,1,1140,1138,434,12,"Case Name: 
   Condition: true
   Formula: Math.Avg (Math.StandardizePeriod ( YB1.CORP_IS_DRO, YB1.CONST_ProjectionInterval ,  YB1.CONST_NumOfMonths ))
",,
CORP_ASUM_DRO_ATS,CORP_ASSUM_IS,%AddtoSales,4,2,1740,1138,847,12,"Case Name: 
   Condition: true
   Formula: null 
",,
,CORP_ASSUM_IS,Directors remun./fees (Others),4,4,1138,,,12,,,
CORP_ASUM_DEP_PERSR,CORP_ASSUM_IS,%Sales,5,0,1142,1141,435,12,"Case Name: 
   Condition: Math.HasAnyNullOrZero(YBN.CORP_IS_DEP) || Math.HasAnyNullOrZero(YBN.CORP_IS_SR)
   Formula: Math.Abs(Math.Divide(Math.StandardizePeriod(YB1.CORP_IS_DEP, YB1.CONST_ProjectionInterval, YB1.CONST_NumOfMonths), Math.StandardizePeriod(YB1.CORP_IS_SR, YB1.CONST_ProjectionInterval, YB1.CONST_NumOfMonths)))
Case Name: 
   Condition: true
   Formula: Math.Abs(Math.AvgIfNotNull(Math.Divide(Math.StandardizePeriod(YBN.CORP_IS_DEP, Y0.CONST_ProjectionInterval, YBN.CONST_NumOfMonths), Math.StandardizePeriod(YBN.CORP_IS_SR, Y0.CONST_ProjectionInterval, YBN.CONST_NumOfMonths))))
",,
CORP_ASUM_DEP_PERFA,CORP_ASSUM_IS,%Fixed Assets,5,1,1143,1141,436,12,"Case Name: 
   Condition: Math.Nth(1, YBN.CORP_BS_NFA) == null || Math.Nth(1, YBN.CORP_BS_NFA) == 0
   Formula: Math.Abs(Math.Divide( Math.StandardizePeriod(YB1.CORP_IS_DEP, YB1.CONST_ProjectionInterval, YB1.CONST_NumOfMonths), YB1.CORP_BS_NFA))
Case Name: 
   Condition: true 
   Formula: Math.Abs(Math.Divide( Math.StandardizePeriod(YB1.CORP_IS_DEP, YB1.CONST_ProjectionInterval, YB1.CONST_NumOfMonths), Math.Nth(1, YBN.CORP_BS_NFA)))
",,
CORP_ASUM_DEP_ABS,CORP_ASSUM_IS,Absolute,5,2,1144,1141,437,12,"Case Name: 
   Condition: true
   Formula: Math.Avg (Math.StandardizePeriod ( YB1.CORP_IS_DEP, YB1.CONST_ProjectionInterval ,  YB1.CONST_NumOfMonths ))
",,
CORP_ASUM_DEP_ATS,CORP_ASSUM_IS,%AddtoSales,5,3,1741,1141,848,12,"Case Name: 
   Condition: true
   Formula: null 
",,
,CORP_ASSUM_IS,Depreciation,5,5,1141,,,12,,,
CORP_ASUM_AMORT_PERINTG,CORP_ASSUM_IS,%Intangible,6,0,1146,1145,438,12,"Case Name: 
   Condition: true
   Formula: Math.Abs (Math.StandardizePeriod ((Math.Divide (YB1.CORP_IS_AMORT, YB1.CORP_BS_INT )), Y0.CONST_ProjectionInterval, YB1.CONST_NumOfMonths))
",,
CORP_ASUM_AMORT_ABS,CORP_ASSUM_IS,Absolute,6,1,1147,1145,439,12,"Case Name: 
   Condition: true
   Formula: Math.Avg (Math.StandardizePeriod ( YB1.CORP_IS_AMORT , YB1.CONST_ProjectionInterval ,  YB1.CONST_NumOfMonths ))
",,
CORP_ASUM_AMORT_ATS,CORP_ASSUM_IS,%AddtoSales,6,2,1742,1145,849,12,"Case Name: 
   Condition: true
   Formula: null 
",,
,CORP_ASSUM_IS,Amortisation,6,6,1145,,,12,,,
CORP_ASUM_FXGL_PERSR,CORP_ASSUM_IS,%Sales,7,0,1224,1148,440,12,"Case Name: 
   Condition: Math.HasAnyNullOrZero(YBN.CORP_IS_FXGL) || Math.HasAnyNullOrZero(YBN.CORP_IS_SR)
   Formula: Math.Abs(Math.Divide(Math.StandardizePeriod(YB1.CORP_IS_FXGL, YB1.CONST_ProjectionInterval, YB1.CONST_NumOfMonths), Math.StandardizePeriod(YB1.CORP_IS_SR, YB1.CONST_ProjectionInterval, YB1.CONST_NumOfMonths)))
Case Name: 
   Condition: true
   Formula: Math.Abs(Math.AvgIfNotNull(Math.Divide(Math.StandardizePeriod(YBN.CORP_IS_FXGL, Y0.CONST_ProjectionInterval, YBN.CONST_NumOfMonths), Math.StandardizePeriod(YBN.CORP_IS_SR, Y0.CONST_ProjectionInterval, YBN.CONST_NumOfMonths))))
",,
CORP_ASUM_FXGL_ABS,CORP_ASSUM_IS,Absolute,7,1,1225,1148,441,12,"Case Name: 
   Condition: true
   Formula: Math.Avg (Math.StandardizePeriod ( YB1.CORP_IS_FXGL , YB1.CONST_ProjectionInterval ,  YB1.CONST_NumOfMonths ))
",,
CORP_ASUM_FXGL_ATS,CORP_ASSUM_IS,%AddtoSales,7,2,1743,1148,850,12,"Case Name: 
   Condition: true
   Formula: null 
",,
,CORP_ASSUM_IS,FX Gains (Losses),7,7,1148,,,12,,,
CORP_ASUM_OE_PERSR,CORP_ASSUM_IS,%Sales,8,0,1233,1232,446,12,"Case Name: 
   Condition: Math.HasAnyNullOrZero(YBN.CORP_IS_OE) || Math.HasAnyNullOrZero(YBN.CORP_IS_SR)
   Formula: Math.Abs(Math.Divide(Math.StandardizePeriod(YB1.CORP_IS_OE, YB1.CONST_ProjectionInterval, YB1.CONST_NumOfMonths), Math.StandardizePeriod(YB1.CORP_IS_SR, YB1.CONST_ProjectionInterval, YB1.CONST_NumOfMonths)))
Case Name: 
   Condition: true
   Formula: Math.Abs(Math.AvgIfNotNull(Math.Divide(Math.StandardizePeriod(YBN.CORP_IS_OE, Y0.CONST_ProjectionInterval, YBN.CONST_NumOfMonths), Math.StandardizePeriod(YBN.CORP_IS_SR, Y0.CONST_ProjectionInterval, YBN.CONST_NumOfMonths))))
",,
CORP_ASUM_OE_ABS,CORP_ASSUM_IS,Absolute,8,1,1234,1232,447,12,"Case Name: 
   Condition: true
   Formula: Math.Avg (Math.StandardizePeriod ( YB1.CORP_IS_OE, YB1.CONST_ProjectionInterval ,  YB1.CONST_NumOfMonths ))
",,
CORP_ASUM_OE_ATS,CORP_ASSUM_IS,%AddtoSales,8,2,1744,1232,851,12,"Case Name: 
   Condition: true
   Formula: null 
",,
,CORP_ASSUM_IS,Other Operating Expenses,8,8,1232,,,12,,,
CORP_ASUM_SACPL_PERSR,CORP_ASSUM_IS,%Sales,9,0,1227,1226,442,12,"Case Name: 
   Condition: Math.HasAnyNullOrZero(YBN.CORP_IS_SACPL) || Math.HasAnyNullOrZero(YBN.CORP_IS_SR)
   Formula: Math.Abs(Math.Divide(Math.StandardizePeriod(YB1.CORP_IS_SACPL, YB1.CONST_ProjectionInterval, YB1.CONST_NumOfMonths), Math.StandardizePeriod(YB1.CORP_IS_SR, YB1.CONST_ProjectionInterval, YB1.CONST_NumOfMonths)))
Case Name: 
   Condition: true
   Formula: Math.Abs(Math.AvgIfNotNull(Math.Divide(Math.StandardizePeriod(YBN.CORP_IS_SACPL, Y0.CONST_ProjectionInterval, YBN.CONST_NumOfMonths), Math.StandardizePeriod(YBN.CORP_IS_SR, Y0.CONST_ProjectionInterval, YBN.CONST_NumOfMonths))))
",,
CORP_ASUM_SACPL_ABS,CORP_ASSUM_IS,Absolute,9,1,1228,1226,443,12,"Case Name: 
   Condition: true
   Formula: Math.Avg (Math.StandardizePeriod ( YB1.CORP_IS_SACPL, YB1.CONST_ProjectionInterval ,  YB1.CONST_NumOfMonths ))
",,
CORP_ASUM_SACPL_ATS,CORP_ASSUM_IS,%AddtoSales,9,2,1745,1226,852,12,"Case Name: 
   Condition: true
   Formula: null 
",,
,CORP_ASSUM_IS,Share of Profits (Losses) of Associated Cos,9,9,1226,,,12,,,
CORP_ASUM_OI_PERSR,CORP_ASSUM_IS,%Sales,10,0,1230,1229,444,12,"Case Name: 
   Condition: Math.HasAnyNullOrZero(YBN.CORP_IS_OI) || Math.HasAnyNullOrZero(YBN.CORP_IS_SR)
   Formula: Math.Abs(Math.Divide(Math.StandardizePeriod(YB1.CORP_IS_OI, YB1.CONST_ProjectionInterval, YB1.CONST_NumOfMonths), Math.StandardizePeriod(YB1.CORP_IS_SR, YB1.CONST_ProjectionInterval, YB1.CONST_NumOfMonths)))
Case Name: 
   Condition: true
   Formula: Math.Abs(Math.AvgIfNotNull(Math.Divide(Math.StandardizePeriod(YBN.CORP_IS_OI, Y0.CONST_ProjectionInterval, YBN.CONST_NumOfMonths), Math.StandardizePeriod(YBN.CORP_IS_SR, Y0.CONST_ProjectionInterval, YBN.CONST_NumOfMonths))))
",,
CORP_ASUM_OI_ABS,CORP_ASSUM_IS,Absolute,10,1,1231,1229,445,12,"Case Name: 
   Condition: true
   Formula: Math.Avg (Math.StandardizePeriod ( YB1.CORP_IS_OI, YB1.CONST_ProjectionInterval ,  YB1.CONST_NumOfMonths ))
",,
CORP_ASUM_OI_ATS,CORP_ASSUM_IS,%AddtoSales,10,2,1746,1229,853,12,"Case Name: 
   Condition: true
   Formula: null 
",,
,CORP_ASSUM_IS,Other Non-operating Income,10,10,1229,,,12,,,
CORP_ASUM_NONOPINEXP_PERSR,CORP_ASSUM_IS,% Sales,11,0,1560,1559,686,12,"Case Name: 
   Condition: Math.HasAnyNullOrZero(YBN.CORP_IS_NONOPINEXP) || Math.HasAnyNullOrZero(YBN.CORP_IS_SR)
   Formula: Math.Abs(Math.Divide(Math.StandardizePeriod(YB1.CORP_IS_NONOPINEXP, YB1.CONST_ProjectionInterval, YB1.CONST_NumOfMonths), Math.StandardizePeriod(YB1.CORP_IS_SR, YB1.CONST_ProjectionInterval, YB1.CONST_NumOfMonths)))
Case Name: 
   Condition: true
   Formula: Math.Abs(Math.AvgIfNotNull(Math.Divide(Math.StandardizePeriod(YBN.CORP_IS_NONOPINEXP, Y0.CONST_ProjectionInterval, YBN.CONST_NumOfMonths), Math.StandardizePeriod(YBN.CORP_IS_SR, Y0.CONST_ProjectionInterval, YBN.CONST_NumOfMonths))))
",,
CORP_ASUM_NONOPINEXP_ABS,CORP_ASSUM_IS,Absolute,11,1,1561,1559,685,12,"Case Name: 
   Condition: true
   Formula: Math.Avg (Math.StandardizePeriod ( YB1.CORP_IS_NONOPINEXP , YB1.CONST_ProjectionInterval ,  YB1.CONST_NumOfMonths ))
",,
CORP_ASUM_NONOPINEXP_ATS,CORP_ASSUM_IS,%AddtoSales,11,2,1747,1559,854,12,"Case Name: 
   Condition: true
   Formula: null 
",,
,CORP_ASSUM_IS,Other Non-operating Expenses,11,11,1559,,,12,,,
CORP_ASUM_GLSFA_PERFA,CORP_ASSUM_IS,%Fixed Assets,12,0,1563,1235,688,12,"Case Name: 
   Condition: Math.Nth(1, YBN.CORP_BS_NFA) == null || Math.Nth(1, YBN.CORP_BS_NFA) == 0
   Formula: Math.Abs(Math.Divide( Math.StandardizePeriod(YB1.CORP_IS_GLSFA, YB1.CONST_ProjectionInterval, YB1.CONST_NumOfMonths), YB1.CORP_BS_NFA))
Case Name: 
   Condition: true 
   Formula: Math.Abs(Math.Divide( Math.StandardizePeriod(YB1.CORP_IS_GLSFA, YB1.CONST_ProjectionInterval, YB1.CONST_NumOfMonths), Math.Nth(1, YBN.CORP_BS_NFA)))
",,
CORP_ASUM_GLSFA_ABS,CORP_ASSUM_IS,Absolute,12,1,1236,1235,448,12,"Case Name: 
   Condition: true
   Formula: Math.Avg (Math.StandardizePeriod ( YB1.CORP_IS_GLSFA, YB1.CONST_ProjectionInterval ,  YB1.CONST_NumOfMonths ))
",,
,CORP_ASSUM_IS,Gains (Losses) on Sale of Fixed Assets,12,12,1235,,,12,,,
CORP_ASUM_GLSOA_PERSR,CORP_ASSUM_IS,%Sales,13,0,1238,1237,449,12,"Case Name: 
   Condition: Math.HasAnyNullOrZero(YBN.CORP_IS_GLSOA) || Math.HasAnyNullOrZero(YBN.CORP_IS_SR)
   Formula: Math.Abs(Math.Divide(Math.StandardizePeriod(YB1.CORP_IS_GLSOA, YB1.CONST_ProjectionInterval, YB1.CONST_NumOfMonths), Math.StandardizePeriod(YB1.CORP_IS_SR, YB1.CONST_ProjectionInterval, YB1.CONST_NumOfMonths)))
Case Name: 
   Condition: true
   Formula: Math.Abs(Math.AvgIfNotNull(Math.Divide(Math.StandardizePeriod(YBN.CORP_IS_GLSOA, Y0.CONST_ProjectionInterval, YBN.CONST_NumOfMonths), Math.StandardizePeriod(YBN.CORP_IS_SR, Y0.CONST_ProjectionInterval, YBN.CONST_NumOfMonths))))
",,
CORP_ASUM_GLSOA_ABS,CORP_ASSUM_IS,Absolute,13,1,1239,1237,450,12,"Case Name: 
   Condition: true
   Formula: Math.Avg (Math.StandardizePeriod ( YB1.CORP_IS_GLSOA, YB1.CONST_ProjectionInterval ,  YB1.CONST_NumOfMonths ))
",,
CORP_ASUM_GLSOA_ATS,CORP_ASSUM_IS,%AddtoSales,13,2,1748,1237,855,12,"Case Name: 
   Condition: true
   Formula: null 
",,
,CORP_ASSUM_IS,Gains (Losses) from Non-Operating Activities,13,13,1237,,,12,,,
CORP_ASUM_ITE_PERR,CORP_ASSUM_IS,Tax Rate,14,0,1367,1240,451,12,"Case Name: 
   Condition: Y0.CORP_IS_NPBT < 0
   Formula: 0
Case Name: 
   Condition: true
   Formula: Math.Abs (Math.Avg (Math.StandardizePeriod ((Math.Divide (YBN.CORP_IS_ITE, YBN.CORP_IS_NPBT)), Y0.CONST_ProjectionInterval, YBN.CONST_NumOfMonths)))
",,
,CORP_ASSUM_IS,Income Tax Expense,14,14,1240,,,12,,,
CORP_ASUM_MISPL_ABS,CORP_ASSUM_IS,Absolute,15,0,1366,1365,452,12,"Case Name: 
   Condition: true
   Formula: Math.Avg (Math.StandardizePeriod ( YB1.CORP_IS_MISPL , YB1.CONST_ProjectionInterval ,  YB1.CONST_NumOfMonths ))
",,
,CORP_ASSUM_IS,Minority Interest Share of P/L,15,15,1365,,,12,,,
CORP_ASUM_EIC,CORP_ASSUM_IS,Extraordinary Items (Cash),16,16,1364,,453,12,"Case Name: 
   Condition: true
   Formula: Math.Avg (Math.StandardizePeriod (YB1.CORP_IS_EIC, YB1.CONST_ProjectionInterval, YB1.CONST_NumOfMonths))
",,
CORP_ASUM_EINC,CORP_ASSUM_IS,Extraordinary Items (Non-cash),17,17,1363,,454,12,"Case Name: 
   Condition: true
   Formula: Math.Avg (Math.StandardizePeriod (YB1.CORP_IS_EINC, YB1.CONST_ProjectionInterval, YB1.CONST_NumOfMonths))
",,
CORP_ASUM_DML_PERNPATM,CORP_ASSUM_IS,"%Net Profit After Tax, MI & EI",18,0,1362,1360,455,12,"Case Name: 
   Condition: true
   Formula: Math.Abs (Math.Avg (Math.StandardizePeriod ((Math.Divide (YBN.CORP_IS_DML, YBN.CORP_IS_NPATM)), Y0.CONST_ProjectionInterval, YBN.CONST_NumOfMonths)))
",,
CORP_ASUM_DML_ABS,CORP_ASSUM_IS,Absolute,18,1,1361,1360,456,12,"Case Name: 
   Condition: true
   Formula: Math.Avg (Math.StandardizePeriod ( YB1.CORP_IS_DML , YB1.CONST_ProjectionInterval ,  YB1.CONST_NumOfMonths ))
",,
,CORP_ASSUM_IS,Dividends (Mainboard Listed),18,18,1360,,,12,,,
CORP_ASUM_DO_PERNPATM,CORP_ASSUM_IS,"%Net Profit After Tax, MI & EI",19,0,1359,1357,457,12,"Case Name: 
   Condition: true
   Formula: Math.Abs (Math.Avg (Math.StandardizePeriod ((Math.Divide (YBN.CORP_IS_DO, YBN.CORP_IS_NPATM)), Y0.CONST_ProjectionInterval, YBN.CONST_NumOfMonths)))
",,
CORP_ASUM_DO_ABS,CORP_ASSUM_IS,Absolute,19,1,1358,1357,458,12,"Case Name: 
   Condition: true
   Formula: Math.Avg (Math.StandardizePeriod ( YB1.CORP_IS_DO, YB1.CONST_ProjectionInterval ,  YB1.CONST_NumOfMonths ))
",,
,CORP_ASSUM_IS,Dividends (Others),19,19,1357,,,12,,,
,CORP_ASSUM_IS,<Empty Line>,20,20,1682,,,12,,,
,CORP_ASSUM_IS,Applicable to Corporate Real Estate Obligors,21,21,1677,,,12,,,
CORP_ASUM_LC_ABS,CORP_ASSUM_IS,Lease Charges,22,22,1673,,707,12,"Case Name: 
   Condition: true
   Formula: Math.Avg (Math.StandardizePeriod (YB1.CORP_IS_LC, YB1.CONST_ProjectionInterval, YB1.CONST_NumOfMonths))
",,
CORP_ASUM_PDEP_ABS,CORP_ASSUM_IS,Preference Dividends Payout,23,23,1674,,708,12,"Case Name: 
   Condition: true
   Formula: Math.Avg (Math.StandardizePeriod (YB1.CORP_IS_PDEP, YB1.CONST_ProjectionInterval, YB1.CONST_NumOfMonths))
",,
CORP_ASUM_II_ABS,CORP_ASSUM_IS,Interest Income,24,24,1672,,709,12,"Case Name: 
   Condition: true
   Formula: Math.Avg (Math.StandardizePeriod (YB1.CORP_IS_II, YB1.CONST_ProjectionInterval, YB1.CONST_NumOfMonths))
",,
CORP_BS_CFD,CORP_BS,Cash,0,0,1260,,252,5,,"Case Name: 
   Condition: true
   Formula: Y0.CORP_BS_CFD
",
CORP_BS_CASH,CORP_BS,Cash,0,0,1490,1260,335,5,,,"Case Name: 
   Condition: true
   Formula: YB1.CORP_BS_CASH 
"
CORP_BS_FD,CORP_BS,Fixed Deposit,0,1,1261,1260,336,5,,,"Case Name: 
   Condition: true
   Formula: YB1.CORP_BS_FD 
"
CORP_BS_GS,CORP_BS,Government Securities,1,1,1258,,253,5,,"Case Name: 
   Condition: Y0.CORP_ASUM_GS_ABS != null
   Formula: Y0.CORP_ASUM_GS_ABS
Case Name: 
   Condition: Y0.CORP_ASUM_GS_PERSR != null
   Formula:  Math.Round (Y0.CORP_ASUM_GS_PERSR, 4) * Y0.CORP_IS_SR 
Case Name: 
   Condition: Y0.CORP_ASUM_GS_ATS != null &&  Y0.CORP_ASUM_GS_ATS != 0
   Formula: (( YB1.CORP_BS_GS / YB1.CORP_IS_SR )+ Y0.CORP_ASUM_GS_ATS )* Y0.CORP_IS_SR 
",
CORP_BS_GOVSC,CORP_BS,Government Securities,1,0,1259,1258,337,5,,,"Case Name: 
   Condition: true
   Formula: YB1.CORP_BS_GOVSC 
"
CORP_BS_MS,CORP_BS,Marketable Securities,2,2,1256,,276,5,,"Case Name: 
   Condition: Y0.CORP_ASUM_MS_ABS != null
   Formula: Y0.CORP_ASUM_MS_ABS
Case Name: 
   Condition: Y0.CORP_ASUM_MS_PERSR != null
   Formula:  Math.Round (Y0.CORP_ASUM_MS_PERSR, 4) * Y0.CORP_IS_SR
Case Name: 
   Condition: Y0.CORP_ASUM_MS_ATS != null && Y0.CORP_ASUM_MS_ATS != 0
   Formula: (( YB1.CORP_BS_MS / YB1.CORP_IS_SR )+ Y0.CORP_ASUM_MS_ATS )* Y0.CORP_IS_SR 
",
CORP_BS_MKTSC,CORP_BS,Marketable Securities,2,0,1257,1256,338,5,,,"Case Name: 
   Condition: true
   Formula: YB1.CORP_BS_MKTSC 
"
CORP_BS_GTRREC,CORP_BS,A/C Receivables (Non-Related Parties),3,0,1255,1254,698,5,,,"Case Name: 
   Condition: true
   Formula: YB1.CORP_BS_GTRREC 
"
CORP_BS_GAR,CORP_BS,A/C Receivables (Non-Related Parties),3,3,1254,,699,5,,"Case Name: 
   Condition: true
   Formula: null 
",
CORP_BS_PDD,CORP_BS,Provision for Doubtful Debts,4,4,1252,,288,5,,"Case Name: 
   Condition: true
   Formula: null 
",
CORP_BS_PROBD,CORP_BS,Less : Provision,4,0,1253,1252,339,5,,,"Case Name: 
   Condition: true
   Formula: YB1.CORP_BS_PROBD 
"
CORP_BS_NAR,CORP_BS,Net A/C Receivables (Non-Related Parties),5,5,1251,,277,5,,"Case Name: 
   Condition:  Y0.CORP_ASUM_NAR_ABS != null
   Formula: Y0.CORP_ASUM_NAR_ABS 
Case Name: 
   Condition: Y0.CORP_ASUM_NAR_ARDOH != null
   Formula:  ( Y0.CORP_ASUM_NAR_ARDOH/365) *  ( Y0.CORP_IS_SR / Y0.CONST_NumOfMonths * 12 )  
Case Name: 
   Condition: Y0.CORP_ASUM_NAR_PERARDOH != null
   Formula: ( ( YB1.CORP_BS_NAR / ( YB1.CORP_IS_SR / Y0.CONST_NumOfMonths * 12 )  * 365 ) * ( 1 + Y0.CORP_ASUM_NAR_PERARDOH ) ) / 365 *  ( Y0.CORP_IS_SR / Y0.CONST_NumOfMonths * 12 ) 
","Case Name: 
   Condition: true
   Formula: YB1.CORP_BS_GAR + YB1.CORP_BS_PDD
"
CORP_BS_NARRP,CORP_BS,Net A/C Receivables (Related Parties),6,6,1249,,278,5,,"Case Name: 
   Condition:  Y0.CORP_ASUM_NARRP_ABS  != null 
   Formula:  Y0.CORP_ASUM_NARRP_ABS 
Case Name: 
   Condition:  Y0.CORP_ASUM_NARRP_ARDOH != null 
   Formula: ( Y0.CORP_ASUM_NARRP_ARDOH/365)  *  ( Y0.CORP_IS_SR / Y0.CONST_NumOfMonths * 12 ) 
Case Name: 
   Condition:  Y0.CORP_ASUM_NARRP_PERARDOH != null 
   Formula: ( ( YB1.CORP_BS_NARRP / ( YB1.CORP_IS_SR / Y0.CONST_NumOfMonths * 12 ) * 365 ) * ( 1 + Y0.CORP_ASUM_NARRP_PERARDOH ) ) / 365 *  ( Y0.CORP_IS_SR / Y0.CONST_NumOfMonths * 12 ) 
",
CORP_BS_TRRECDUEFRREPT,CORP_BS,Net A/C Receivables (Related Parties),6,0,1250,1249,340,5,,,"Case Name: 
   Condition: true
   Formula: YB1.CORP_BS_TRRECDUEFRREPT
"
CORP_BS_INV,CORP_BS,Inventory,7,7,1245,,269,5,,"Case Name: 
   Condition:  Y0.CORP_ASUM_INV_ABS  != null 
   Formula:  Y0.CORP_ASUM_INV_ABS 
Case Name: 
   Condition:  Y0.CORP_ASUM_INV_DOSR  != null 
   Formula: ( Y0.CORP_ASUM_INV_DOSR / 365 )  * ( Y0.CORP_IS_SR / Y0.CONST_NumOfMonths * 12 ) 
Case Name: 
   Condition:  Y0.CORP_ASUM_INV_DOCOGS != null 
   Formula:  ( Y0.CORP_ASUM_INV_DOCOGS / 365 )  * ( -Y0.CORP_IS_COGS  / Y0.CONST_NumOfMonths  * 12 )
Case Name: 
   Condition:  Y0.CORP_ASUM_INV_PERDOSR != null 
   Formula:   ( ( YB1.CORP_BS_INV/  ( YB1.CORP_IS_SR / Y0.CONST_NumOfMonths * 12 )  * 365 ) * ( 1 + Y0.CORP_ASUM_INV_PERDOSR ) ) / 365 *  ( Y0.CORP_IS_SR / Y0.CONST_NumOfMonths * 12 )  
Case Name: 
   Condition:  Y0.CORP_ASUM_INV_PERDOCOGS != null 
   Formula:  ( ( YB1.CORP_BS_INV / ( -YB1.CORP_IS_COGS  / Y0.CONST_NumOfMonths  * 12 ) * 365 ) * ( 1 + Y0.CORP_ASUM_INV_PERDOCOGS ) ) / 365 *  ( -Y0.CORP_IS_COGS  / Y0.CONST_NumOfMonths  * 12 ) 
","Case Name: 
   Condition: true
   Formula: YB1.CORP_BS_INV 
"
CORP_BS_INV_RAWMAT,CORP_BS,Inventory - Raw Materials,7,0,1248,1245,341,5,,,"Case Name: 
   Condition: true
   Formula: YB1.CORP_BS_INV_RAWMAT 
"
CORP_BS_INV_WIP,CORP_BS,Inventory - Work in Progress,7,1,1247,1245,342,5,,,"Case Name: 
   Condition: true
   Formula: YB1.CORP_BS_INV_WIP 
"
CORP_BS_INV_FINGD,CORP_BS,Inventory - Finished Goods,7,2,1246,1245,343,5,,,"Case Name: 
   Condition: true
   Formula: YB1.CORP_BS_INV_FINGD 
"
